OP_absence,OP_exist,OP_rhythem,S_absence,S_exist,S_rhythem,pattern_diff,pattern_same
Prevotella.dentalis_P27,Cardiobacterium.hominis_P24,Prevotella.jejuni_P19,Prevotella.denticola_P17,Capnocytophaga.gingivalis_P21,Prevotella.intermedia_P23,,
Prevotella.denticola_P13,Cardiobacterium.hominis_P25,Prevotella.jejuni_P20,Prevotella.denticola_P18,Capnocytophaga.gingivalis_P22,Prevotella.intermedia_P26,,
Prevotella.denticola_P18,Cardiobacterium.hominis_P26,Prevotella.jejuni_P21,Prevotella.denticola_P22,Capnocytophaga.gingivalis_P23,Prevotella.intermedia_P27,,
Prevotella.denticola_P20,Cardiobacterium.hominis_P27,Prevotella.jejuni_P22,Prevotella.denticola_P27,Capnocytophaga.gingivalis_P24,Prevotella.jejuni_P03,,
Prevotella.denticola_P27,Caudovirales.sp._P03,Prevotella.jejuni_P23,Prevotella.fusca_P03,Capnocytophaga.gingivalis_P25,Prevotella.jejuni_P05,,
Prevotella.fusca_P03,Caudovirales.sp._P05,Prevotella.jejuni_P24,Prevotella.fusca_P05,Capnocytophaga.gingivalis_P26,Prevotella.jejuni_P08,,
Prevotella.fusca_P05,Caudovirales.sp._P06,Prevotella.jejuni_P25,Prevotella.fusca_P06,Capnocytophaga.gingivalis_P27,Prevotella.jejuni_P14,,
Prevotella.fusca_P06,Caudovirales.sp._P07,Prevotella.jejuni_P26,Prevotella.fusca_P07,Capnocytophaga.sp..FDAARGOS_737_P03,Prevotella.jejuni_P19,,
Prevotella.fusca_P07,Caudovirales.sp._P08,Prevotella.jejuni_P27,Prevotella.fusca_P08,Capnocytophaga.sp..FDAARGOS_737_P07,Prevotella.jejuni_P20,,
Prevotella.fusca_P08,Caudovirales.sp._P09,Prevotella.multiformis_P14,Prevotella.fusca_P13,Capnocytophaga.sp..FDAARGOS_737_P08,Prevotella.jejuni_P23,,
Prevotella.fusca_P13,Caudovirales.sp._P11,Prevotella.multiformis_P17,Prevotella.fusca_P14,Capnocytophaga.sp..FDAARGOS_737_P09,Prevotella.jejuni_P26,,
Prevotella.fusca_P16,Caudovirales.sp._P14,Prevotella.multiformis_P20,Prevotella.fusca_P16,Capnocytophaga.sp..FDAARGOS_737_P11,Prevotella.melaninogenica_P03,,
Prevotella.fusca_P18,Caudovirales.sp._P15,Prevotella.multiformis_P21,Prevotella.fusca_P17,Capnocytophaga.sp..FDAARGOS_737_P13,Prevotella.melaninogenica_P05,,
Prevotella.fusca_P19,Caudovirales.sp._P16,Prevotella.multiformis_P22,Prevotella.fusca_P18,Capnocytophaga.sp..FDAARGOS_737_P15,Prevotella.melaninogenica_P06,,
Prevotella.fusca_P20,Caudovirales.sp._P19,Prevotella.multiformis_P23,Prevotella.fusca_P19,Capnocytophaga.sp..FDAARGOS_737_P16,Prevotella.melaninogenica_P07,,
Prevotella.fusca_P26,Caudovirales.sp._P21,Prevotella.multiformis_P24,Prevotella.fusca_P20,Capnocytophaga.sp..FDAARGOS_737_P17,Prevotella.melaninogenica_P08,,
Prevotella.fusca_P27,Caudovirales.sp._P22,Prevotella.multiformis_P25,Prevotella.fusca_P22,Capnocytophaga.sp..FDAARGOS_737_P19,Prevotella.melaninogenica_P13,,
Prevotella.histicola_P14,Caudovirales.sp._P23,Prevotella.oris_P06,Prevotella.fusca_P23,Capnocytophaga.sp..FDAARGOS_737_P20,Prevotella.melaninogenica_P15,,
Prevotella.histicola_P17,Caudovirales.sp._P24,Prevotella.oris_P09,Prevotella.fusca_P25,Capnocytophaga.sp..FDAARGOS_737_P21,Prevotella.melaninogenica_P17,,
Prevotella.histicola_P20,Caudovirales.sp._P25,Prevotella.oris_P13,Prevotella.fusca_P26,Capnocytophaga.sp..FDAARGOS_737_P22,Prevotella.melaninogenica_P18,,
Prevotella.histicola_P27,Caudovirales.sp._P26,Prevotella.oris_P14,Prevotella.fusca_P27,Capnocytophaga.sp..FDAARGOS_737_P23,Prevotella.melaninogenica_P19,,
Prevotella.multiformis_P05,Caudovirales.sp._P27,Prevotella.oris_P16,Prevotella.histicola_P03,Capnocytophaga.sp..FDAARGOS_737_P25,Prevotella.melaninogenica_P20,,
Prevotella.multiformis_P06,Corynebacterium.matruchotii_P03,Prevotella.oris_P17,Prevotella.histicola_P07,Capnocytophaga.sp..FDAARGOS_737_P26,Prevotella.melaninogenica_P21,,
Prevotella.multiformis_P07,Corynebacterium.matruchotii_P05,Prevotella.oris_P18,Prevotella.histicola_P13,Cardiobacterium.hominis_P03,Prevotella.melaninogenica_P23,,
Prevotella.multiformis_P08,Corynebacterium.matruchotii_P09,Prevotella.oris_P19,Prevotella.histicola_P14,Cardiobacterium.hominis_P05,Prevotella.melaninogenica_P25,,
Prevotella.multiformis_P09,Corynebacterium.matruchotii_P11,Prevotella.oris_P23,Prevotella.histicola_P16,Cardiobacterium.hominis_P07,Prevotella.melaninogenica_P26,,
Prevotella.multiformis_P11,Corynebacterium.matruchotii_P13,Prevotella.oris_P24,Prevotella.histicola_P17,Cardiobacterium.hominis_P08,Prevotella.multiformis_P21,,
Prevotella.multiformis_P13,Corynebacterium.matruchotii_P14,Prevotella.oris_P25,Prevotella.histicola_P20,Cardiobacterium.hominis_P09,Prevotella.multiformis_P23,,
Prevotella.multiformis_P15,Corynebacterium.matruchotii_P15,Prevotella.oris_P26,Prevotella.histicola_P22,Cardiobacterium.hominis_P11,Prevotella.multiformis_P25,,
Prevotella.multiformis_P16,Corynebacterium.matruchotii_P16,Prevotella.oris_P27,Prevotella.histicola_P23,Cardiobacterium.hominis_P13,Prevotella.nigrescens_P03,,
Prevotella.multiformis_P18,Corynebacterium.matruchotii_P17,Prevotella.scopos_P06,Prevotella.histicola_P27,Cardiobacterium.hominis_P14,Prevotella.nigrescens_P05,,
Prevotella.multiformis_P19,Corynebacterium.matruchotii_P19,Prevotella.scopos_P08,Prevotella.intermedia_P05,Cardiobacterium.hominis_P15,Prevotella.nigrescens_P07,,
Prevotella.multiformis_P26,Corynebacterium.matruchotii_P20,Prevotella.scopos_P09,Prevotella.intermedia_P08,Cardiobacterium.hominis_P16,Prevotella.nigrescens_P08,,
Prevotella.multiformis_P27,Corynebacterium.matruchotii_P21,Prevotella.scopos_P13,Prevotella.intermedia_P13,Cardiobacterium.hominis_P17,Prevotella.nigrescens_P11,,
Prevotella.oris_P20,Corynebacterium.matruchotii_P22,Prevotella.scopos_P14,Prevotella.intermedia_P16,Cardiobacterium.hominis_P18,Prevotella.nigrescens_P13,,
Prevotella.scopos_P15,Corynebacterium.matruchotii_P24,Prevotella.scopos_P16,Prevotella.intermedia_P18,Cardiobacterium.hominis_P19,Prevotella.nigrescens_P14,,
Prevotella.scopos_P19,Corynebacterium.matruchotii_P25,Prevotella.scopos_P18,Prevotella.jejuni_P07,Cardiobacterium.hominis_P20,Prevotella.nigrescens_P15,,
Prevotella.scopos_P20,Corynebacterium.matruchotii_P26,Prevotella.scopos_P21,Prevotella.jejuni_P13,Cardiobacterium.hominis_P21,Prevotella.nigrescens_P16,,
Prevotella.sp..oral.taxon.299_P19,Corynebacterium.matruchotii_P27,Prevotella.scopos_P22,Prevotella.jejuni_P16,Cardiobacterium.hominis_P22,Prevotella.nigrescens_P17,,
Prevotella.sp..oral.taxon.475_P05,Dialister.pneumosintes_P03,Prevotella.scopos_P23,Prevotella.jejuni_P17,Cardiobacterium.hominis_P23,Prevotella.nigrescens_P19,,
Prevotella.sp..oral.taxon.475_P08,Dialister.pneumosintes_P07,Prevotella.scopos_P24,Prevotella.jejuni_P18,Cardiobacterium.hominis_P24,Prevotella.nigrescens_P20,,
Prevotella.sp..oral.taxon.475_P09,Dialister.pneumosintes_P08,Prevotella.scopos_P25,Prevotella.jejuni_P22,Cardiobacterium.hominis_P25,Prevotella.nigrescens_P22,,
Prevotella.sp..oral.taxon.475_P14,Dialister.pneumosintes_P09,Prevotella.scopos_P26,Prevotella.jejuni_P27,Cardiobacterium.hominis_P26,Prevotella.nigrescens_P23,,
Prevotella.sp..oral.taxon.475_P19,Dialister.pneumosintes_P11,Prevotella.scopos_P27,Prevotella.multiformis_P03,Cardiobacterium.hominis_P27,Prevotella.nigrescens_P25,,
Prevotella.sp..oral.taxon.475_P20,Dialister.pneumosintes_P13,Prevotella.sp..oral.taxon.299_P05,Prevotella.multiformis_P05,Caudovirales.sp._P03,Prevotella.nigrescens_P26,,
Prevotella.sp..oral.taxon.475_P24,Dialister.pneumosintes_P14,Prevotella.sp..oral.taxon.299_P06,Prevotella.multiformis_P06,Caudovirales.sp._P06,Prevotella.nigrescens_P27,,
Prevotella.sp..oral.taxon.475_P25,Dialister.pneumosintes_P15,Prevotella.sp..oral.taxon.299_P08,Prevotella.multiformis_P07,Caudovirales.sp._P07,Prevotella.scopos_P03,,
Prevotella.veroralis_P13,Dialister.pneumosintes_P16,Prevotella.sp..oral.taxon.299_P09,Prevotella.multiformis_P08,Caudovirales.sp._P09,Prevotella.scopos_P25,,
Prevotella.veroralis_P15,Dialister.pneumosintes_P17,Prevotella.sp..oral.taxon.299_P13,Prevotella.multiformis_P09,Caudovirales.sp._P11,Prevotella.sp..oral.taxon.299_P03,,
Prevotella.veroralis_P18,Dialister.pneumosintes_P18,Prevotella.sp..oral.taxon.299_P14,Prevotella.multiformis_P13,Caudovirales.sp._P14,Prevotella.sp..oral.taxon.299_P06,,
Prevotella.veroralis_P20,Dialister.pneumosintes_P19,Prevotella.sp..oral.taxon.299_P16,Prevotella.multiformis_P14,Caudovirales.sp._P15,Prevotella.sp..oral.taxon.299_P07,,
Prevotella.veroralis_P27,Dialister.pneumosintes_P21,Prevotella.sp..oral.taxon.299_P17,Prevotella.multiformis_P15,Caudovirales.sp._P16,Prevotella.sp..oral.taxon.299_P08,,
Streptococcus.agalactiae_P18,Dialister.pneumosintes_P22,Prevotella.sp..oral.taxon.299_P18,Prevotella.multiformis_P16,Caudovirales.sp._P21,Prevotella.sp..oral.taxon.299_P09,,
Streptococcus.agalactiae_P25,Dialister.pneumosintes_P23,Prevotella.sp..oral.taxon.299_P20,Prevotella.multiformis_P17,Caudovirales.sp._P23,Prevotella.sp..oral.taxon.299_P14,,
Streptococcus.constellatus_P25,Dialister.pneumosintes_P24,Prevotella.sp..oral.taxon.299_P21,Prevotella.multiformis_P18,Caudovirales.sp._P24,Prevotella.sp..oral.taxon.299_P15,,
Streptococcus.constellatus_P27,Dialister.pneumosintes_P25,Prevotella.sp..oral.taxon.299_P22,Prevotella.multiformis_P19,Caudovirales.sp._P25,Prevotella.sp..oral.taxon.299_P16,,
Streptococcus.mutans_P07,Dialister.pneumosintes_P26,Prevotella.sp..oral.taxon.299_P23,Prevotella.multiformis_P20,Caudovirales.sp._P27,Prevotella.sp..oral.taxon.299_P20,,
Streptococcus.sp..oral.taxon.064_P07,Gemella.haemolysans_P03,Prevotella.sp..oral.taxon.299_P24,Prevotella.multiformis_P22,Corynebacterium.matruchotii_P03,Prevotella.sp..oral.taxon.299_P23,,
Streptococcus.sp..oral.taxon.064_P11,Gemella.haemolysans_P05,Prevotella.sp..oral.taxon.299_P25,Prevotella.multiformis_P24,Corynebacterium.matruchotii_P05,Prevotella.sp..oral.taxon.299_P25,,
Streptococcus.sp..oral.taxon.064_P17,Gemella.haemolysans_P06,Prevotella.sp..oral.taxon.299_P26,Prevotella.multiformis_P26,Corynebacterium.matruchotii_P06,Prevotella.veroralis_P03,,
Streptococcus.suis_P06,Gemella.haemolysans_P07,Prevotella.sp..oral.taxon.299_P27,Prevotella.multiformis_P27,Corynebacterium.matruchotii_P07,Prevotella.veroralis_P05,,
Tannerella.sp..oral.taxon.HOT.286_P05,Gemella.haemolysans_P08,Prevotella.sp..oral.taxon.475_P13,Prevotella.nigrescens_P18,Corynebacterium.matruchotii_P08,Prevotella.veroralis_P06,,
TM7.phylum.sp..oral.taxon.952_P06,Gemella.haemolysans_P09,Prevotella.sp..oral.taxon.475_P16,Prevotella.oris_P03,Corynebacterium.matruchotii_P09,Prevotella.veroralis_P07,,
TM7.phylum.sp..oral.taxon.952_P08,Gemella.haemolysans_P11,Prevotella.sp..oral.taxon.475_P17,Prevotella.oris_P13,Corynebacterium.matruchotii_P11,Prevotella.veroralis_P14,,
TM7.phylum.sp..oral.taxon.952_P27,Gemella.haemolysans_P13,Prevotella.sp..oral.taxon.475_P18,Prevotella.oris_P22,Corynebacterium.matruchotii_P13,Prevotella.veroralis_P17,,
Treponema.brennaborense_P05,Gemella.haemolysans_P14,Prevotella.sp..oral.taxon.475_P21,Prevotella.scopos_P05,Corynebacterium.matruchotii_P14,Prevotella.veroralis_P19,,
Treponema.brennaborense_P06,Gemella.haemolysans_P15,Prevotella.sp..oral.taxon.475_P23,Prevotella.scopos_P07,Corynebacterium.matruchotii_P15,Prevotella.veroralis_P20,,
Treponema.brennaborense_P07,Gemella.haemolysans_P16,Prevotella.sp..oral.taxon.475_P26,Prevotella.scopos_P08,Corynebacterium.matruchotii_P16,Prevotella.veroralis_P21,,
Treponema.brennaborense_P08,Gemella.haemolysans_P17,Prevotella.sp..oral.taxon.475_P27,Prevotella.scopos_P13,Corynebacterium.matruchotii_P17,Prevotella.veroralis_P23,,
Treponema.brennaborense_P09,Gemella.haemolysans_P18,Prevotella.veroralis_P06,Prevotella.scopos_P15,Corynebacterium.matruchotii_P18,Prevotella.veroralis_P26,,
Treponema.brennaborense_P11,Gemella.haemolysans_P19,Prevotella.veroralis_P08,Prevotella.scopos_P16,Corynebacterium.matruchotii_P19,Streptococcus.constellatus_P05,,
Treponema.brennaborense_P13,Gemella.haemolysans_P20,Prevotella.veroralis_P09,Prevotella.scopos_P17,Corynebacterium.matruchotii_P20,Streptococcus.constellatus_P08,,
Treponema.brennaborense_P14,Gemella.haemolysans_P21,Prevotella.veroralis_P14,Prevotella.scopos_P18,Corynebacterium.matruchotii_P21,Streptococcus.constellatus_P09,,
Treponema.brennaborense_P15,Gemella.haemolysans_P22,Prevotella.veroralis_P16,Prevotella.scopos_P19,Corynebacterium.matruchotii_P22,Streptococcus.constellatus_P11,,
Treponema.brennaborense_P16,Gemella.haemolysans_P23,Prevotella.veroralis_P17,Prevotella.scopos_P20,Corynebacterium.matruchotii_P23,Streptococcus.constellatus_P13,,
Treponema.brennaborense_P17,Gemella.haemolysans_P24,Prevotella.veroralis_P19,Prevotella.scopos_P21,Corynebacterium.matruchotii_P24,Streptococcus.constellatus_P15,,
Treponema.brennaborense_P18,Gemella.haemolysans_P25,Prevotella.veroralis_P21,Prevotella.scopos_P22,Corynebacterium.matruchotii_P25,Streptococcus.constellatus_P18,,
Treponema.brennaborense_P19,Gemella.haemolysans_P26,Prevotella.veroralis_P22,Prevotella.scopos_P23,Corynebacterium.matruchotii_P26,Streptococcus.constellatus_P21,,
Treponema.brennaborense_P20,Gemella.haemolysans_P27,Prevotella.veroralis_P23,Prevotella.scopos_P26,Corynebacterium.matruchotii_P27,Streptococcus.constellatus_P22,,
Treponema.brennaborense_P22,Gemella.morbillorum_P03,Prevotella.veroralis_P24,Prevotella.scopos_P27,Dialister.pneumosintes_P07,Streptococcus.constellatus_P23,,
Treponema.brennaborense_P24,Gemella.morbillorum_P05,Prevotella.veroralis_P25,Prevotella.sp..oral.taxon.299_P05,Dialister.pneumosintes_P09,Streptococcus.mutans_P03,,
Treponema.brennaborense_P25,Gemella.morbillorum_P06,Prevotella.veroralis_P26,Prevotella.sp..oral.taxon.299_P13,Dialister.pneumosintes_P11,Streptococcus.mutans_P05,,
Treponema.brennaborense_P26,Gemella.morbillorum_P07,Siphoviridae.sp._P05,Prevotella.sp..oral.taxon.299_P17,Dialister.pneumosintes_P14,Streptococcus.mutans_P06,,
Treponema.brennaborense_P27,Gemella.morbillorum_P08,Siphoviridae.sp._P06,Prevotella.sp..oral.taxon.299_P18,Dialister.pneumosintes_P15,Streptococcus.mutans_P08,,
Treponema.medium_P05,Gemella.morbillorum_P09,Siphoviridae.sp._P07,Prevotella.sp..oral.taxon.299_P19,Dialister.pneumosintes_P17,Streptococcus.mutans_P11,,
Treponema.medium_P13,Gemella.morbillorum_P11,Siphoviridae.sp._P08,Prevotella.sp..oral.taxon.299_P27,Dialister.pneumosintes_P20,Streptococcus.mutans_P15,,
Treponema.medium_P18,Gemella.morbillorum_P13,Siphoviridae.sp._P09,Prevotella.sp..oral.taxon.475_P05,Dialister.pneumosintes_P21,Streptococcus.mutans_P16,,
Treponema.medium_P27,Gemella.morbillorum_P14,Siphoviridae.sp._P13,Prevotella.sp..oral.taxon.475_P06,Dialister.pneumosintes_P25,Streptococcus.mutans_P17,,
Treponema.sp..OMZ.804_P05,Gemella.morbillorum_P15,Siphoviridae.sp._P14,Prevotella.sp..oral.taxon.475_P07,Dialister.pneumosintes_P26,Streptococcus.mutans_P20,,
Treponema.sp..OMZ.804_P27,Gemella.morbillorum_P16,Siphoviridae.sp._P17,Prevotella.sp..oral.taxon.475_P08,Gemella.haemolysans_P03,Streptococcus.mutans_P22,,
Treponema.sp..OMZ.806_P05,Gemella.morbillorum_P17,Siphoviridae.sp._P19,Prevotella.sp..oral.taxon.475_P09,Gemella.haemolysans_P05,Streptococcus.mutans_P25,,
Treponema.sp..OMZ.806_P13,Gemella.morbillorum_P18,Siphoviridae.sp._P20,Prevotella.sp..oral.taxon.475_P13,Gemella.haemolysans_P06,Streptococcus.oralis_P06,,
Treponema.sp..OMZ.806_P18,Gemella.morbillorum_P19,Siphoviridae.sp._P21,Prevotella.sp..oral.taxon.475_P15,Gemella.haemolysans_P07,Streptococcus.oralis_P07,,
Treponema.sp..OMZ.806_P27,Gemella.morbillorum_P20,Siphoviridae.sp._P23,Prevotella.sp..oral.taxon.475_P16,Gemella.haemolysans_P08,Streptococcus.oralis_P08,,
Treponema.sp..OMZ.838_P05,Gemella.morbillorum_P21,Siphoviridae.sp._P24,Prevotella.sp..oral.taxon.475_P17,Gemella.haemolysans_P09,Streptococcus.oralis_P09,,
Treponema.sp..OMZ.838_P18,Gemella.morbillorum_P22,Siphoviridae.sp._P26,Prevotella.sp..oral.taxon.475_P18,Gemella.haemolysans_P11,Streptococcus.oralis_P11,,
Treponema.sp..OMZ.838_P27,Gemella.morbillorum_P23,Streptococcus.agalactiae_P05,Prevotella.sp..oral.taxon.475_P19,Gemella.haemolysans_P13,Streptococcus.oralis_P13,,
uncultured.phage_P03,Gemella.morbillorum_P24,Streptococcus.agalactiae_P07,Prevotella.sp..oral.taxon.475_P20,Gemella.haemolysans_P14,Streptococcus.oralis_P15,,
uncultured.phage_P05,Gemella.morbillorum_P25,Streptococcus.agalactiae_P08,Prevotella.sp..oral.taxon.475_P22,Gemella.haemolysans_P15,Streptococcus.oralis_P17,,
uncultured.phage_P06,Gemella.morbillorum_P26,Streptococcus.agalactiae_P11,Prevotella.sp..oral.taxon.475_P24,Gemella.haemolysans_P16,Streptococcus.oralis_P18,,
uncultured.phage_P07,Gemella.morbillorum_P27,Streptococcus.agalactiae_P13,Prevotella.veroralis_P08,Gemella.haemolysans_P17,Streptococcus.oralis_P20,,
uncultured.phage_P08,Haemophilus.haemolyticus_P03,Streptococcus.agalactiae_P14,Prevotella.veroralis_P13,Gemella.haemolysans_P18,Streptococcus.oralis_P22,,
uncultured.phage_P09,Haemophilus.haemolyticus_P06,Streptococcus.agalactiae_P17,Prevotella.veroralis_P16,Gemella.haemolysans_P19,Streptococcus.oralis_P23,,
uncultured.phage_P13,Haemophilus.haemolyticus_P07,Streptococcus.agalactiae_P19,Prevotella.veroralis_P18,Gemella.haemolysans_P20,Streptococcus.sp..1643_P05,,
uncultured.phage_P14,Haemophilus.haemolyticus_P08,Streptococcus.agalactiae_P20,Prevotella.veroralis_P22,Gemella.haemolysans_P21,Streptococcus.sp..1643_P07,,
uncultured.phage_P15,Haemophilus.haemolyticus_P09,Streptococcus.agalactiae_P22,Prevotella.veroralis_P27,Gemella.haemolysans_P22,Streptococcus.sp..1643_P08,,
uncultured.phage_P16,Haemophilus.haemolyticus_P11,Streptococcus.agalactiae_P23,Streptococcus.agalactiae_P07,Gemella.haemolysans_P23,Streptococcus.sp..1643_P09,,
uncultured.phage_P17,Haemophilus.haemolyticus_P13,Streptococcus.agalactiae_P24,Streptococcus.agalactiae_P11,Gemella.haemolysans_P24,Streptococcus.sp..1643_P13,,
uncultured.phage_P18,Haemophilus.haemolyticus_P14,Streptococcus.agalactiae_P26,Streptococcus.agalactiae_P22,Gemella.haemolysans_P25,Streptococcus.sp..1643_P15,,
uncultured.phage_P19,Haemophilus.haemolyticus_P15,Streptococcus.australis_P05,Streptococcus.constellatus_P06,Gemella.haemolysans_P26,Streptococcus.sp..1643_P17,,
uncultured.phage_P20,Haemophilus.haemolyticus_P16,Streptococcus.australis_P06,Streptococcus.constellatus_P16,Gemella.haemolysans_P27,Streptococcus.sp..1643_P18,,
uncultured.phage_P23,Haemophilus.haemolyticus_P17,Streptococcus.australis_P07,Streptococcus.mutans_P14,Gemella.morbillorum_P03,Streptococcus.sp..1643_P19,,
uncultured.phage_P24,Haemophilus.haemolyticus_P18,Streptococcus.australis_P08,Tannerella.sp..oral.taxon.HOT.286_P05,Gemella.morbillorum_P05,Streptococcus.sp..1643_P20,,
uncultured.phage_P26,Haemophilus.haemolyticus_P19,Streptococcus.australis_P13,TM7.phylum.sp..oral.taxon.952_P05,Gemella.morbillorum_P06,Streptococcus.sp..1643_P22,,
uncultured.phage_P27,Haemophilus.haemolyticus_P20,Streptococcus.australis_P14,TM7.phylum.sp..oral.taxon.952_P08,Gemella.morbillorum_P07,Streptococcus.sp..1643_P23,,
Veillonella.rodentium_P06,Haemophilus.haemolyticus_P21,Streptococcus.australis_P18,TM7.phylum.sp..oral.taxon.952_P13,Gemella.morbillorum_P08,Streptococcus.sp..1643_P24,,
Veillonella.rodentium_P08,Haemophilus.haemolyticus_P22,Streptococcus.australis_P19,TM7.phylum.sp..oral.taxon.952_P14,Gemella.morbillorum_P09,Streptococcus.sp..NPS.308_P05,,
Veillonella.rodentium_P13,Haemophilus.haemolyticus_P23,Streptococcus.australis_P20,TM7.phylum.sp..oral.taxon.952_P16,Gemella.morbillorum_P11,Streptococcus.sp..NPS.308_P07,,
Veillonella.rodentium_P17,Haemophilus.haemolyticus_P26,Streptococcus.australis_P23,TM7.phylum.sp..oral.taxon.952_P18,Gemella.morbillorum_P13,Streptococcus.sp..NPS.308_P08,,
Veillonella.rodentium_P23,Haemophilus.haemolyticus_P27,Streptococcus.australis_P24,TM7.phylum.sp..oral.taxon.952_P22,Gemella.morbillorum_P14,Streptococcus.sp..NPS.308_P09,,
,Haemophilus.influenzae_P03,Streptococcus.australis_P26,TM7.phylum.sp..oral.taxon.952_P24,Gemella.morbillorum_P15,Streptococcus.sp..NPS.308_P13,,
,Haemophilus.influenzae_P06,Streptococcus.gwangjuense_P05,TM7.phylum.sp..oral.taxon.952_P26,Gemella.morbillorum_P16,Streptococcus.sp..NPS.308_P15,,
,Haemophilus.influenzae_P07,Streptococcus.gwangjuense_P06,TM7.phylum.sp..oral.taxon.952_P27,Gemella.morbillorum_P17,Streptococcus.sp..NPS.308_P18,,
,Haemophilus.influenzae_P08,Streptococcus.gwangjuense_P07,Treponema.brennaborense_P03,Gemella.morbillorum_P19,Streptococcus.sp..NPS.308_P20,,
,Haemophilus.influenzae_P09,Streptococcus.gwangjuense_P08,Treponema.brennaborense_P05,Gemella.morbillorum_P20,Streptococcus.sp..NPS.308_P22,,
,Haemophilus.influenzae_P11,Streptococcus.gwangjuense_P09,Treponema.brennaborense_P06,Gemella.morbillorum_P21,Streptococcus.sp..NPS.308_P23,,
,Haemophilus.influenzae_P13,Streptococcus.gwangjuense_P11,Treponema.brennaborense_P07,Gemella.morbillorum_P22,Streptococcus.sp..NPS.308_P24,,
,Haemophilus.influenzae_P14,Streptococcus.gwangjuense_P13,Treponema.brennaborense_P08,Gemella.morbillorum_P23,Streptococcus.sp..oral.taxon.064_P06,,
,Haemophilus.influenzae_P15,Streptococcus.gwangjuense_P14,Treponema.brennaborense_P09,Gemella.morbillorum_P25,Streptococcus.sp..oral.taxon.064_P07,,
,Haemophilus.influenzae_P16,Streptococcus.gwangjuense_P19,Treponema.brennaborense_P11,Gemella.morbillorum_P26,Streptococcus.sp..oral.taxon.064_P08,,
,Haemophilus.influenzae_P17,Streptococcus.gwangjuense_P20,Treponema.brennaborense_P13,Gemella.morbillorum_P27,Streptococcus.sp..oral.taxon.064_P09,,
,Haemophilus.influenzae_P18,Streptococcus.gwangjuense_P22,Treponema.brennaborense_P14,Haemophilus.haemolyticus_P03,Streptococcus.sp..oral.taxon.064_P11,,
,Haemophilus.influenzae_P19,Streptococcus.gwangjuense_P23,Treponema.brennaborense_P15,Haemophilus.haemolyticus_P06,Streptococcus.sp..oral.taxon.064_P13,,
,Haemophilus.influenzae_P20,Streptococcus.gwangjuense_P24,Treponema.brennaborense_P16,Haemophilus.haemolyticus_P07,Streptococcus.sp..oral.taxon.064_P15,,
,Haemophilus.influenzae_P21,Streptococcus.gwangjuense_P25,Treponema.brennaborense_P17,Haemophilus.haemolyticus_P08,Streptococcus.sp..oral.taxon.064_P17,,
,Haemophilus.influenzae_P22,Streptococcus.gwangjuense_P26,Treponema.brennaborense_P18,Haemophilus.haemolyticus_P09,Streptococcus.sp..oral.taxon.064_P18,,
,Haemophilus.influenzae_P23,Streptococcus.lactarius_P05,Treponema.brennaborense_P19,Haemophilus.haemolyticus_P11,Streptococcus.sp..oral.taxon.064_P20,,
,Haemophilus.influenzae_P24,Streptococcus.lactarius_P06,Treponema.brennaborense_P20,Haemophilus.haemolyticus_P13,Streptococcus.sp..oral.taxon.064_P22,,
,Haemophilus.influenzae_P26,Streptococcus.lactarius_P08,Treponema.brennaborense_P21,Haemophilus.haemolyticus_P14,Streptococcus.sp..oral.taxon.064_P26,,
,Haemophilus.influenzae_P27,Streptococcus.lactarius_P13,Treponema.brennaborense_P22,Haemophilus.haemolyticus_P15,Streptococcus.sp..VT.162_P05,,
,Haemophilus.parahaemolyticus_P03,Streptococcus.lactarius_P14,Treponema.brennaborense_P23,Haemophilus.haemolyticus_P16,Streptococcus.sp..VT.162_P06,,
,Haemophilus.parahaemolyticus_P05,Streptococcus.lactarius_P16,Treponema.brennaborense_P24,Haemophilus.haemolyticus_P17,Streptococcus.sp..VT.162_P07,,
,Haemophilus.parahaemolyticus_P06,Streptococcus.lactarius_P18,Treponema.brennaborense_P25,Haemophilus.haemolyticus_P18,Streptococcus.sp..VT.162_P08,,
,Haemophilus.parahaemolyticus_P07,Streptococcus.lactarius_P19,Treponema.brennaborense_P26,Haemophilus.haemolyticus_P19,Streptococcus.sp..VT.162_P09,,
,Haemophilus.parahaemolyticus_P08,Streptococcus.lactarius_P20,Treponema.brennaborense_P27,Haemophilus.haemolyticus_P20,Streptococcus.sp..VT.162_P13,,
,Haemophilus.parahaemolyticus_P09,Streptococcus.lactarius_P21,Treponema.medium_P03,Haemophilus.haemolyticus_P21,Streptococcus.sp..VT.162_P15,,
,Haemophilus.parahaemolyticus_P11,Streptococcus.lactarius_P23,Treponema.medium_P05,Haemophilus.haemolyticus_P22,Streptococcus.sp..VT.162_P18,,
,Haemophilus.parahaemolyticus_P13,Streptococcus.lactarius_P24,Treponema.medium_P06,Haemophilus.haemolyticus_P23,Streptococcus.sp..VT.162_P19,,
,Haemophilus.parahaemolyticus_P14,Streptococcus.lactarius_P26,Treponema.medium_P08,Haemophilus.haemolyticus_P24,Streptococcus.sp..VT.162_P20,,
,Haemophilus.parahaemolyticus_P15,Streptococcus.mitis_P05,Treponema.medium_P13,Haemophilus.haemolyticus_P25,Streptococcus.sp..VT.162_P22,,
