OP_absence,OP_exist,OP_rhythem,S_absence,S_exist,S_rhythem,pattern_diff,pattern_same
,TM7.phylum.sp..oral.taxon.952_P13,,,Treponema.sp..OMZ.806_P25,,,
,TM7.phylum.sp..oral.taxon.952_P14,,,Treponema.sp..OMZ.806_P26,,,
,TM7.phylum.sp..oral.taxon.952_P15,,,Treponema.sp..OMZ.806_P27,,,
,TM7.phylum.sp..oral.taxon.952_P16,,,Treponema.sp..OMZ.838_P07,,,
,TM7.phylum.sp..oral.taxon.952_P17,,,Treponema.sp..OMZ.838_P09,,,
,TM7.phylum.sp..oral.taxon.952_P18,,,Treponema.sp..OMZ.838_P11,,,
,TM7.phylum.sp..oral.taxon.952_P19,,,Treponema.sp..OMZ.838_P14,,,
,TM7.phylum.sp..oral.taxon.952_P20,,,Treponema.sp..OMZ.838_P15,,,
,TM7.phylum.sp..oral.taxon.952_P21,,,Treponema.sp..OMZ.838_P17,,,
,TM7.phylum.sp..oral.taxon.952_P22,,,Treponema.sp..OMZ.838_P19,,,
,TM7.phylum.sp..oral.taxon.952_P23,,,Treponema.sp..OMZ.838_P20,,,
,TM7.phylum.sp..oral.taxon.952_P24,,,Treponema.sp..OMZ.838_P21,,,
,TM7.phylum.sp..oral.taxon.952_P25,,,Treponema.sp..OMZ.838_P22,,,
,TM7.phylum.sp..oral.taxon.952_P26,,,Treponema.sp..OMZ.838_P23,,,
,Treponema.brennaborense_P03,,,Treponema.sp..OMZ.838_P25,,,
,Treponema.brennaborense_P21,,,Treponema.sp..OMZ.838_P26,,,
,Treponema.brennaborense_P23,,,Treponema.sp..OMZ.838_P27,,,
,Treponema.medium_P03,,,uncultured.phage_P11,,,
,Treponema.medium_P06,,,Veillonella.atypica_P03,,,
,Treponema.medium_P07,,,Veillonella.atypica_P05,,,
,Treponema.medium_P08,,,Veillonella.atypica_P06,,,
,Treponema.medium_P09,,,Veillonella.atypica_P07,,,
,Treponema.medium_P11,,,Veillonella.atypica_P08,,,
,Treponema.medium_P14,,,Veillonella.atypica_P09,,,
,Treponema.medium_P15,,,Veillonella.atypica_P11,,,
,Treponema.medium_P16,,,Veillonella.atypica_P13,,,
,Treponema.medium_P17,,,Veillonella.atypica_P14,,,
,Treponema.medium_P19,,,Veillonella.atypica_P15,,,
,Treponema.medium_P20,,,Veillonella.atypica_P16,,,
,Treponema.medium_P21,,,Veillonella.atypica_P17,,,
,Treponema.medium_P22,,,Veillonella.atypica_P18,,,
,Treponema.medium_P23,,,Veillonella.atypica_P19,,,
,Treponema.medium_P24,,,Veillonella.atypica_P20,,,
,Treponema.medium_P25,,,Veillonella.atypica_P21,,,
,Treponema.medium_P26,,,Veillonella.atypica_P22,,,
,Treponema.sp..OMZ.804_P03,,,Veillonella.atypica_P23,,,
,Treponema.sp..OMZ.804_P06,,,Veillonella.atypica_P24,,,
,Treponema.sp..OMZ.804_P07,,,Veillonella.atypica_P25,,,
,Treponema.sp..OMZ.804_P08,,,Veillonella.atypica_P26,,,
,Treponema.sp..OMZ.804_P09,,,Veillonella.atypica_P27,,,
,Treponema.sp..OMZ.804_P11,,,Veillonella.rodentium_P03,,,
,Treponema.sp..OMZ.804_P13,,,Veillonella.rodentium_P06,,,
,Treponema.sp..OMZ.804_P14,,,Veillonella.rodentium_P11,,,
,Treponema.sp..OMZ.804_P15,,,Veillonella.rodentium_P13,,,
,Treponema.sp..OMZ.804_P16,,,Veillonella.rodentium_P14,,,
,Treponema.sp..OMZ.804_P17,,,Veillonella.rodentium_P15,,,
,Treponema.sp..OMZ.804_P18,,,Veillonella.rodentium_P16,,,
,Treponema.sp..OMZ.804_P19,,,Veillonella.rodentium_P20,,,
,Treponema.sp..OMZ.804_P20,,,Veillonella.rodentium_P21,,,
,Treponema.sp..OMZ.804_P21,,,Veillonella.rodentium_P23,,,
,Treponema.sp..OMZ.804_P22,,,Veillonella.rodentium_P25,,,
,Treponema.sp..OMZ.804_P23,,,X.Eubacterium..sulci_P03,,,
,Treponema.sp..OMZ.804_P24,,,X.Eubacterium..sulci_P06,,,
,Treponema.sp..OMZ.804_P25,,,X.Eubacterium..sulci_P07,,,
,Treponema.sp..OMZ.804_P26,,,X.Eubacterium..sulci_P09,,,
,Treponema.sp..OMZ.806_P03,,,X.Eubacterium..sulci_P11,,,
,Treponema.sp..OMZ.806_P06,,,X.Eubacterium..sulci_P14,,,
,Treponema.sp..OMZ.806_P07,,,X.Eubacterium..sulci_P15,,,
,Treponema.sp..OMZ.806_P08,,,X.Eubacterium..sulci_P16,,,
,Treponema.sp..OMZ.806_P09,,,X.Eubacterium..sulci_P17,,,
,Treponema.sp..OMZ.806_P11,,,X.Eubacterium..sulci_P19,,,
,Treponema.sp..OMZ.806_P14,,,X.Eubacterium..sulci_P20,,,
,Treponema.sp..OMZ.806_P15,,,X.Eubacterium..sulci_P21,,,
,Treponema.sp..OMZ.806_P16,,,X.Eubacterium..sulci_P22,,,
,Treponema.sp..OMZ.806_P17,,,X.Eubacterium..sulci_P23,,,
,Treponema.sp..OMZ.806_P19,,,X.Eubacterium..sulci_P24,,,
,Treponema.sp..OMZ.806_P20,,,X.Eubacterium..sulci_P25,,,
,Treponema.sp..OMZ.806_P21,,,X.Eubacterium..sulci_P26,,,
,Treponema.sp..OMZ.806_P22,,,X.Eubacterium..sulci_P27,,,
,Treponema.sp..OMZ.806_P23,,,,,,
,Treponema.sp..OMZ.806_P24,,,,,,
,Treponema.sp..OMZ.806_P25,,,,,,
,Treponema.sp..OMZ.806_P26,,,,,,
,Treponema.sp..OMZ.838_P03,,,,,,
,Treponema.sp..OMZ.838_P06,,,,,,
,Treponema.sp..OMZ.838_P07,,,,,,
,Treponema.sp..OMZ.838_P08,,,,,,
,Treponema.sp..OMZ.838_P09,,,,,,
,Treponema.sp..OMZ.838_P11,,,,,,
,Treponema.sp..OMZ.838_P13,,,,,,
,Treponema.sp..OMZ.838_P14,,,,,,
,Treponema.sp..OMZ.838_P15,,,,,,
,Treponema.sp..OMZ.838_P16,,,,,,
,Treponema.sp..OMZ.838_P17,,,,,,
,Treponema.sp..OMZ.838_P19,,,,,,
,Treponema.sp..OMZ.838_P20,,,,,,
,Treponema.sp..OMZ.838_P21,,,,,,
,Treponema.sp..OMZ.838_P22,,,,,,
,Treponema.sp..OMZ.838_P23,,,,,,
,Treponema.sp..OMZ.838_P24,,,,,,
,Treponema.sp..OMZ.838_P25,,,,,,
,Treponema.sp..OMZ.838_P26,,,,,,
,uncultured.phage_P11,,,,,,
,uncultured.phage_P21,,,,,,
,uncultured.phage_P22,,,,,,
,uncultured.phage_P25,,,,,,
,Veillonella.atypica_P03,,,,,,
,Veillonella.atypica_P05,,,,,,
,Veillonella.atypica_P06,,,,,,
,Veillonella.atypica_P07,,,,,,
,Veillonella.atypica_P08,,,,,,
,Veillonella.atypica_P09,,,,,,
,Veillonella.atypica_P11,,,,,,
,Veillonella.atypica_P13,,,,,,
,Veillonella.atypica_P14,,,,,,
,Veillonella.atypica_P15,,,,,,
,Veillonella.atypica_P16,,,,,,
,Veillonella.atypica_P17,,,,,,
,Veillonella.atypica_P18,,,,,,
,Veillonella.atypica_P19,,,,,,
,Veillonella.atypica_P20,,,,,,
,Veillonella.atypica_P21,,,,,,
,Veillonella.atypica_P22,,,,,,
,Veillonella.atypica_P23,,,,,,
,Veillonella.atypica_P24,,,,,,
,Veillonella.atypica_P25,,,,,,
,Veillonella.atypica_P26,,,,,,
,Veillonella.atypica_P27,,,,,,
,Veillonella.rodentium_P03,,,,,,
,Veillonella.rodentium_P05,,,,,,
,Veillonella.rodentium_P07,,,,,,
,Veillonella.rodentium_P09,,,,,,
,Veillonella.rodentium_P11,,,,,,
,Veillonella.rodentium_P14,,,,,,
,Veillonella.rodentium_P15,,,,,,
,Veillonella.rodentium_P16,,,,,,
,Veillonella.rodentium_P18,,,,,,
,Veillonella.rodentium_P19,,,,,,
,Veillonella.rodentium_P20,,,,,,
,Veillonella.rodentium_P21,,,,,,
,Veillonella.rodentium_P22,,,,,,
,Veillonella.rodentium_P24,,,,,,
,Veillonella.rodentium_P25,,,,,,
,Veillonella.rodentium_P26,,,,,,
,Veillonella.rodentium_P27,,,,,,
,X.Eubacterium..sulci_P03,,,,,,
,X.Eubacterium..sulci_P05,,,,,,
,X.Eubacterium..sulci_P06,,,,,,
,X.Eubacterium..sulci_P07,,,,,,
,X.Eubacterium..sulci_P08,,,,,,
,X.Eubacterium..sulci_P09,,,,,,
,X.Eubacterium..sulci_P11,,,,,,
,X.Eubacterium..sulci_P13,,,,,,
,X.Eubacterium..sulci_P14,,,,,,
,X.Eubacterium..sulci_P15,,,,,,
,X.Eubacterium..sulci_P16,,,,,,
,X.Eubacterium..sulci_P17,,,,,,
,X.Eubacterium..sulci_P18,,,,,,
,X.Eubacterium..sulci_P19,,,,,,
,X.Eubacterium..sulci_P20,,,,,,
,X.Eubacterium..sulci_P21,,,,,,
,X.Eubacterium..sulci_P22,,,,,,
,X.Eubacterium..sulci_P23,,,,,,
,X.Eubacterium..sulci_P24,,,,,,
,X.Eubacterium..sulci_P25,,,,,,
,X.Eubacterium..sulci_P26,,,,,,
,X.Eubacterium..sulci_P27,,,,,,
